"Sr_No","Pincode","City","State","Region","Prepaid","COD","REVERSEPICKUP","Pickup"
"6464","627010","TIRUNELVELI","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6465","627011","TIRUNELVELI","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6466","627012","TIRUNELVELI","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6467","627101","TIRUNELVELI","TAMIL NADU","COIMBATORE","Y","Y","Y","Y"
"6468","627102","TIRUNELVELI","TAMIL NADU","COIMBATORE","Y","Y","Y","Y"
"6469","627103","TIRUNELVELI","TAMIL NADU","COIMBATORE","Y","Y","Y","Y"
"6470","627104","TIRUNELVELI","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6471","627105","NAGERCOIL","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6472","627106","KOODANKULAM","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6473","627107","TIRUNELVELI","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6474","627108","TIRUNELVELI","TAMIL NADU","COIMBATORE","Y","Y","Y","Y"
"6475","627109","TIRUNELVELI","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6476","627110","TIRUNELVELI","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6477","627111","TIRUNELVELI","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6478","627112","TIRUNELVELI","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6479","627113","ARALVAIMOZHI","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6480","627114","TIRUNELVELI","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6481","627115","PALAVOOR","TAMIL NADU","COIMBATORE","Y","Y","Y","Y"
"6482","627116","TIRUNELVELI","TAMIL NADU","COIMBATORE","Y","Y","Y","Y"
"6483","627117","TIRUNELVELI","TAMIL NADU","COIMBATORE","Y","Y","Y","Y"
"6484","627118","TIRUNELVELI","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6485","627119","TIRUNELVELI","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6486","627120","TIRUNELVELI","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6487","627124","TIRUNELVELI","TAMIL NADU","COIMBATORE","Y","Y","N","N"
"6488","627127","TIRUNELVELI","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6489","627131","TIRUNELVELI","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6490","627133","TIRUNELVELI","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6491","627151","TIRUNELVELI","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6492","627152","TIRUNELVELI","TAMIL NADU","COIMBATORE","Y","Y","Y","Y"
"6493","627201","TIRUNELVELI","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6494","627202","TIRUNELVELI","TAMIL NADU","COIMBATORE","Y","Y","Y","Y"
"6495","627351","PALAYAMKOTTAI","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6496","627352","TIRUNELVELI","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6497","627353","TIRUNELVELI","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6498","627354","TIRUNELVELI","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6499","627355","TIRUNELVELI","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6500","627356","TIRUNELVELI","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6501","627357","TIRUNELVELI","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6502","627358","TIRUNELVELI","TAMIL NADU","COIMBATORE","Y","Y","Y","Y"
"6503","627359","TIRUNELVELI","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6504","627401","TIRUNELVELI","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6505","627412","AMBASAMUDRAM","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6506","627413","AMBASAMUDRAM","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6507","627414","TIRUNELVELI","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6508","627415","AMBASAMUDRAM","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6509","627416","TIRUNELVELI","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6510","627417","AMBASAMUDRAM","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6511","627418","AMBASAMUDRAM","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6512","627420","AMBASAMUDRAM","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6513","627421","AMBASAMUDRAM","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6514","627422","AMBASAMUDRAM","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6515","627423","AMBASAMUDRAM","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6516","627424","AMBASAMUDRAM","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6517","627425","AMBASAMUDRAM","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6518","627426","TIRUNELVELI","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6519","627427","AMBASAMUDRAM","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6520","627428","AMBASAMUDRAM","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6521","627451","AMBASAMUDRAM","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6522","627453","AMBASAMUDRAM","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6523","627501","TIRUNELVELI","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6524","627502","TIRUNELVELI","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6525","627601","AMBASAMUDRAM","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6526","627602","AMBASAMUDRAM","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6527","627603","AMBASAMUDRAM","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6528","627604","TIRUNELVELI","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6529","627651","TIRUNELVELI","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6530","627652","TIRUNELVELI","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6531","627654","TIRUNELVELI","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6532","627657","TISAIYANVILLAI","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6533","627659","TIRUNELVELI","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6534","627713","SANKARANKOIL","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6535","627719","SANKARANKOIL","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6536","627751","KADAYANALLUR","TAMIL NADU","COIMBATORE","Y","Y","N","N"
"6537","627753","SANKARANKOIL","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6538","627755","TIRUNELVELI","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6539","627756","SANKARANKOIL","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6540","627757","SIVAGIRI","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6541","627758","TIRUNELVELI","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6542","627759","KADAYANALLUR","TAMIL NADU","COIMBATORE","Y","N","N","N"
"6543","627760","SANKARANKOIL","TAMIL NADU","COIMBATORE","Y","Y","Y","Y"
"6544","627764","SANKARANKOIL","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6545","627802","TIRUNELVELI","TAMIL NADU","COIMBATORE","Y","N","N","N"
"6546","627806","TIRUNELVELI","TAMIL NADU","COIMBATORE","Y","N","N","N"
"6547","627807","SENCOTTAH","TAMIL NADU","COIMBATORE","Y","Y","N","N"
"6548","627808","TENKASI","TAMIL NADU","COIMBATORE","Y","N","N","N"
"6549","627809","SENCOTTAH","TAMIL NADU","COIMBATORE","Y","N","N","N"
"6550","627810","SENCOTTAH","TAMIL NADU","COIMBATORE","Y","N","N","N"
"6551","627811","TENKASI","TAMIL NADU","COIMBATORE","Y","Y","N","N"
"6552","627818","TIRUNELVELI","TAMIL NADU","COIMBATORE","Y","N","N","N"
"6553","627851","TIRUNELVELI","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6554","627853","KADAYANALLUR","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6555","627854","KADAYANALLUR","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6556","627855","PULIANGUDI","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6557","627857","SANKARANKOIL","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6558","627859","TIRUNELVELI","TAMIL NADU","COIMBATORE","Y","Y","N","N"
"6559","627862","SANKARANKOIL","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6560","628001","TUTICORIN","TAMIL NADU","COIMBATORE","Y","Y","Y","Y"
"6561","628002","TUTICORIN","TAMIL NADU","COIMBATORE","Y","Y","Y","Y"
"6562","628003","TUTICORIN","TAMIL NADU","COIMBATORE","Y","Y","Y","Y"
"6563","628004","TUTICORIN","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6564","628005","TUTICORIN","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6565","628006","TUTICORIN","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6566","628008","TUTICORIN","TAMIL NADU","COIMBATORE","Y","Y","Y","Y"
"6567","628101","TUTICORIN","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6568","628102","TUTICORIN","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6569","628103","TUTICORIN","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6570","628151","ATTUR","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6571","628201","TIRUCHENDHUR","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6572","628202","ATTUR","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6573","628203","TUTICORIN","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6574","628204","TUTICORIN","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6575","628205","TIRUCHENDHUR","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6576","628206","TIRUCHENDHUR","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6577","628207","TIRUCHENDHUR","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6578","628208","TIRUCHENDHUR","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6579","628209","TIRUCHENDHUR","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6580","628210","TIRUCHENDHUR","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6581","628212","TIRUCHENDHUR","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6582","628213","TIRUCHENDHUR","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6583","628215","TUTICORIN","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6584","628216","TUTICORIN","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6585","628219","TIRUCHENDHUR","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6586","628229","ATTUR","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6587","628251","TUTICORIN","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6588","628252","TUTICORIN","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6589","628301","TUTICORIN","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6590","628303","TUTICORIN","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6591","628304","TUTICORIN","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6592","628401","TUTICORIN","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6593","628402","KOVILPATTI","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6594","628501","KOVILPATTI","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6595","628502","KOVILPATTI","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6596","628503","KOVILPATTI","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6597","628612","TUTICORIN","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6598","628613","TIRUCHENDHUR","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6599","628614","TIRUCHENDHUR","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6600","628616","NAZARETH","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6601","628617","NAZARETH","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6602","628618","TIRUCHENDHUR","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6603","628619","TUTICORIN","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6604","628620","TUTICORIN","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6605","628621","TUTICORIN","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6606","628622","TUTICORIN","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6607","628623","TIRUCHENDHUR","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6608","628656","TIRUCHENDHUR","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6609","628701","TIRUCHENDHUR","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6610","628702","TIRUCHENDHUR","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6611","628703","TIRUCHENDHUR","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6612","628704","TIRUCHENDHUR","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6613","628712","TUTICORIN","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6614","628716","KOVILPATTI","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6615","628721","KOVILPATTI","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6616","628722","TUTICORIN","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6617","628751","TUTICORIN","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6618","628753","TUTICORIN","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6619","628801","TUTICORIN","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6620","628809","TUTICORIN","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6621","628851","TUTICORIN","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6622","628901","ETTAYAPURAM","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6623","628902","TUTICORIN","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6624","628903","ETTAYAPURAM","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6625","628904","ETTAYAPURAM","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6626","628905","MADURAI","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6627","628906","ETTAYAPURAM","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6628","628907","TUTICORIN","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6629","628908","ETTAYAPURAM","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6630","628952","TUTICORIN","TAMIL NADU","COIMBATORE","Y","Y","N","Y"
"6631","629001","TIRUNELVELI","TAMIL NADU","COIMBATORE","Y","Y","N","N"
"6632","629002","NAGERCOIL","TAMIL NADU","COIMBATORE","Y","Y","N","N"
"6633","629003","NAGERCOIL","TAMIL NADU","COIMBATORE","Y","Y","N","N"
"6634","629004","NAGERCOIL","TAMIL NADU","COIMBATORE","Y","Y","N","N"
"6635","629101","MARTHANDAM","TAMIL NADU","COIMBATORE","Y","N","N","N"
"6636","629102","MARTHANDAM","TAMIL NADU","COIMBATORE","Y","Y","N","N"
"6637","629151","TIRUNELVELI","TAMIL NADU","COIMBATORE","Y","Y","N","N"
"6638","629152","MARTHANDAM","TAMIL NADU","COIMBATORE","Y","Y","N","N"
"6639","629153","NAGERCOIL","TAMIL NADU","COIMBATORE","Y","N","N","N"
"6640","629154","NITHIRAVILAI","TAMIL NADU","COIMBATORE","Y","N","N","N"
"6641","629156","MARTHANDAM","TAMIL NADU","COIMBATORE","Y","Y","N","N"
"6642","629157","MARTHANDAM","TAMIL NADU","COIMBATORE","Y","N","N","N"
"6643","629158","MADURAI","TAMIL NADU","COIMBATORE","Y","N","N","N"
"6644","629159","NAGERCOIL","TAMIL NADU","COIMBATORE","Y","N","N","N"
"6645","629160","MARTHANDAM","TAMIL NADU","COIMBATORE","Y","Y","N","N"
"6646","629161","NAGERCOIL","TAMIL NADU","COIMBATORE","Y","N","N","N"
"6647","629162","NAGERCOIL","TAMIL NADU","COIMBATORE","Y","N","N","N"
"6648","629163","MARTHANDAM","TAMIL NADU","COIMBATORE","Y","N","N","N"
"6649","629165","MARTHANDAM","TAMIL NADU","COIMBATORE","Y","Y","N","N"
"6650","629169","TIRUNELVELI","TAMIL NADU","COIMBATORE","Y","N","N","N"
"6651","629171","NAGERCOIL","TAMIL NADU","COIMBATORE","Y","N","N","N"
"6652","629172","TIRUNELVELI","TAMIL NADU","COIMBATORE","Y","Y","N","N"
"6653","629173","MARTHANDAM","TAMIL NADU","COIMBATORE","Y","Y","N","N"
"6654","629175","THUCKALAY","TAMIL NADU","COIMBATORE","Y","N","N","N"
"6655","629176","NITHIRAVILAI","TAMIL NADU","COIMBATORE","Y","N","N","N"
"6656","629177","MARTHANDAM","TAMIL NADU","COIMBATORE","Y","N","N","N"
"6657","629180","NAGERCOIL","TAMIL NADU","COIMBATORE","Y","Y","N","N"
"6658","629201","NAGERCOIL","TAMIL NADU","COIMBATORE","Y","N","N","N"
"6659","629251","COLACHEL","TAMIL NADU","COIMBATORE","Y","N","N","N"
"6660","629252","NAGERCOIL","TAMIL NADU","COIMBATORE","Y","N","N","N"
"6661","629301","TIRUNELVELI","TAMIL NADU","COIMBATORE","Y","N","N","N"
"6662","629302","TIRUNELVELI","TAMIL NADU","COIMBATORE","Y","N","N","N"
"6663","629401","TIRUNELVELI","TAMIL NADU","COIMBATORE","Y","N","N","N"
"6664","629801","NAGERCOIL","TAMIL NADU","COIMBATORE","Y","N","N","N"
"6665","629802","NAGERCOIL","TAMIL NADU","COIMBATORE","Y","N","N","N"
"6666","629803","NAGERCOIL","TAMIL NADU","COIMBATORE","Y","N","N","N"
"6667","629804","NAGERCOIL","TAMIL NADU","COIMBATORE","Y","N","N","N"
"6668","630001","KARAIKUDI","TAMIL NADU","COIMBATORE","Y","Y","N","N"
"6669","630002","TRICHY","TAMIL NADU","COIMBATORE","Y","Y","N","N"
"6670","630003","KARAIKUDI","TAMIL NADU","COIMBATORE","Y","Y","N","N"
"6671","630004","KARAIKUDI","TAMIL NADU","COIMBATORE","Y","Y","N","N"
"6672","630005","KARAIKUDI","TAMIL NADU","COIMBATORE","Y","Y","N","N"
"6673","630006","KARAIKUDI","TAMIL NADU","COIMBATORE","Y","N","N","N"
"6674","630210","SIVAGANGAI","TAMIL NADU","COIMBATORE","Y","N","N","N"
"6675","630211","SIVAGANGAI","TAMIL NADU","COIMBATORE","Y","N","N","N"
"6676","630302","DEVAKOTTAI","TAMIL NADU","COIMBATORE","Y","N","N","N"
"6677","630303","DEVAKOTTAI","TAMIL NADU","COIMBATORE","Y","N","N","N"
"6678","630307","KARAIKUDI","TAMIL NADU","COIMBATORE","Y","N","N","N"
"6679","630502","SIVAGANGAI","TAMIL NADU","COIMBATORE","Y","N","N","N"
"6680","630551","SIVAGANGAI","TAMIL NADU","COIMBATORE","Y","N","N","N"
"6681","630561","SIVAGANGAI","TAMIL NADU","COIMBATORE","Y","N","N","N"
"6682","630562","SIVAGANGAI","TAMIL NADU","COIMBATORE","Y","N","N","N"
"6683","630606","SIVAGANGAI","TAMIL NADU","COIMBATORE","Y","Y","N","N"
"6684","630611","MADURAI","TAMIL NADU","COIMBATORE","Y","Y","N","N"
"6685","630702","ILAYANGUDI","TAMIL NADU","COIMBATORE","Y","N","N","N"
"6686","631001","ARAKKONAM","TAMIL NADU","CHENNAI","Y","N","N","N"
"6687","631002","ARAKKONAM","TAMIL NADU","CHENNAI","Y","N","N","N"
"6688","631003","ARAKKONAM","TAMIL NADU","CHENNAI","Y","N","N","N"
"6689","631004","ARAKKONAM","TAMIL NADU","CHENNAI","Y","N","N","N"
"6690","631102","SHOLINGHUR","TAMIL NADU","CHENNAI","Y","N","N","N"
"6691","631203","TIRUVALLORE","TAMIL NADU","CHENNAI","Y","N","N","N"
"6692","631209","TIRUTTANI","TAMIL NADU","CHENNAI","Y","N","N","N"
"6693","631402","TIRUVALLORE","TAMIL NADU","CHENNAI","Y","N","N","N"
"6694","631501","KANCHIPURAM","TAMIL NADU","CHENNAI","Y","Y","Y","Y"
"6695","631502","KANCHIPURAM","TAMIL NADU","CHENNAI","Y","Y","Y","Y"
"6696","631503","KANCHIPURAM","TAMIL NADU","CHENNAI","Y","N","N","N"
"6697","631505","SHOLINGHUR","TAMIL NADU","CHENNAI","Y","N","N","N"
"6698","631551","KATPADI","TAMIL NADU","CHENNAI","Y","N","N","N"
"6699","631552","KATPADI","TAMIL NADU","CHENNAI","Y","Y","N","Y"
"6700","631561","KATPADI","TAMIL NADU","CHENNAI","Y","Y","N","Y"
"6701","631601","KANCHIPURAM","TAMIL NADU","CHENNAI","Y","N","N","N"
"6702","631604","KANCHIPURAM","TAMIL NADU","CHENNAI","Y","N","N","N"
"6703","631605","KANCHIPURAM","TAMIL NADU","CHENNAI","Y","N","N","N"
"6704","631701","KANCHIPURAM","TAMIL NADU","CHENNAI","Y","Y","N","Y"
"6705","631702","KANCHIPURAM","TAMIL NADU","CHENNAI","Y","Y","N","Y"
"6706","632001","VELLORE","TAMIL NADU","CHENNAI","Y","Y","Y","Y"
"6707","632002","VELLORE","TAMIL NADU","CHENNAI","Y","Y","Y","Y"
"6708","632004","VELLORE","TAMIL NADU","CHENNAI","Y","Y","Y","Y"
"6709","632005","VELLORE","TAMIL NADU","CHENNAI","Y","Y","Y","Y"
"6710","632006","KATPADI","TAMIL NADU","CHENNAI","Y","Y","N","Y"
"6711","632007","KATPADI","TAMIL NADU","CHENNAI","Y","Y","N","Y"
"6712","632008","KATPADI","TAMIL NADU","CHENNAI","Y","Y","N","Y"
"6713","632009","VELLORE","TAMIL NADU","CHENNAI","Y","Y","Y","Y"
"6714","632010","KATPADI","TAMIL NADU","CHENNAI","Y","Y","N","Y"
"6715","632011","KATPADI","TAMIL NADU","CHENNAI","Y","Y","N","Y"
"6716","632012","VELLORE","TAMIL NADU","CHENNAI","Y","Y","Y","Y"
"6717","632013","KATPADI","TAMIL NADU","CHENNAI","Y","Y","N","Y"
"6718","632014","KATPADI","TAMIL NADU","CHENNAI","Y","Y","N","Y"
"6719","632055","KATPADI","TAMIL NADU","CHENNAI","Y","Y","N","Y"
"6720","632059","KATPADI","TAMIL NADU","CHENNAI","Y","Y","N","Y"
"6721","632102","KATPADI","TAMIL NADU","CHENNAI","Y","N","N","N"
"6722","632106","KATPADI","TAMIL NADU","CHENNAI","Y","N","N","N"
"6723","632201","KATPADI","TAMIL NADU","CHENNAI","Y","Y","N","Y"
"6724","632204","RANIPET","TAMIL NADU","CHENNAI","Y","N","N","N"
"6725","632301","ARNI","TAMIL NADU","CHENNAI","Y","Y","N","Y"
"6726","632311","THIRUVANNAMALAI","TAMIL NADU","CHENNAI","Y","Y","N","Y"
"6727","632313","ARNI","TAMIL NADU","CHENNAI","Y","Y","N","Y"
"6728","632314","ARNI","TAMIL NADU","CHENNAI","Y","Y","N","Y"
"6729","632315","THIRUVANNAMALAI","TAMIL NADU","CHENNAI","Y","Y","N","Y"
"6730","632316","ARNI","TAMIL NADU","CHENNAI","Y","Y","N","Y"
"6731","632317","ARNI","TAMIL NADU","CHENNAI","Y","Y","N","Y"
"6732","632326","ARNI","TAMIL NADU","CHENNAI","Y","Y","N","Y"
"6733","632401","KATPADI","TAMIL NADU","CHENNAI","Y","Y","N","Y"
"6734","632402","RANIPET","TAMIL NADU","CHENNAI","Y","Y","N","Y"
"6735","632403","RANIPET","TAMIL NADU","CHENNAI","Y","Y","N","Y"
"6736","632404","RANIPET","TAMIL NADU","CHENNAI","Y","Y","N","Y"
"6737","632405","RANIPET","TAMIL NADU","CHENNAI","Y","Y","N","Y"
"6738","632406","RANIPET","TAMIL NADU","CHENNAI","Y","Y","N","N"
"6739","632501","KATPADI","TAMIL NADU","CHENNAI","Y","N","N","N"
"6740","632503","VELLORE","TAMIL NADU","CHENNAI","Y","Y","N","Y"
"6741","632504","KATPADI","TAMIL NADU","CHENNAI","Y","N","N","N"
"6742","632505","RANIPET","TAMIL NADU","CHENNAI","Y","N","N","N"
"6743","632509","KATPADI","TAMIL NADU","CHENNAI","Y","N","N","N"
"6744","632513","KATPADI","TAMIL NADU","CHENNAI","Y","Y","N","Y"
"6745","632515","RANIPET","TAMIL NADU","CHENNAI","Y","N","N","N"
"6746","632601","GUDIYATHAM","TAMIL NADU","CHENNAI","Y","Y","N","Y"
"6747","632602","GUDIYATHAM","TAMIL NADU","CHENNAI","Y","Y","N","Y"
"6748","632603","GUDIYATHAM","TAMIL NADU","CHENNAI","Y","N","N","N"
"6749","632604","GUDIYATHAM","TAMIL NADU","CHENNAI","Y","N","N","N"
"6750","635001","KRISHNAGIRI","TAMIL NADU","COIMBATORE","Y","N","N","N"
"6751","635002","KRISHNAGIRI","TAMIL NADU","COIMBATORE","Y","Y","N","N"
"6752","635104","KRISHNAGIRI","TAMIL NADU","COIMBATORE","Y","N","N","N"
"6753","635107","HOSUR","KARNATAKA","BANGALORE","Y","Y","N","N"
"6754","635109","HOSUR","KARNATAKA","BANGALORE","Y","Y","N","N"
"6755","635110","HOSUR","KARNATAKA","BANGALORE","Y","Y","N","N"
"6756","635111","KRISHNAGIRI","TAMIL NADU","COIMBATORE","Y","N","N","N"
"6757","635112","KRISHNAGIRI","TAMIL NADU","COIMBATORE","Y","N","N","N"
"6758","635114","HOSUR","KARNATAKA","BANGALORE","Y","Y","N","N"
"6759","635116","KRISHNAGIRI","TAMIL NADU","COIMBATORE","Y","N","N","N"
"6760","635117","HOSUR","KARNATAKA","BANGALORE","Y","N","N","N"
"6761","635121","KRISHNAGIRI","TAMIL NADU","COIMBATORE","Y","N","N","N"
"6762","635125","HOSUR","KARNATAKA","BANGALORE","Y","Y","N","N"
"6763","635126","HOSUR","KARNATAKA","BANGALORE","Y","Y","N","N"
"6764","635203","KRISHNAGIRI","TAMIL NADU","COIMBATORE","Y","N","N","N"
"6765","635206","KRISHNAGIRI","TAMIL NADU","COIMBATORE","Y","N","N","N"
"6766","635207","KRISHNAGIRI","TAMIL NADU","COIMBATORE","Y","N","N","N"
"6767","635601","TIRUPATTUR","TAMIL NADU","CHENNAI","Y","Y","Y","Y"
"6768","635602","TIRUPATTUR","TAMIL NADU","CHENNAI","Y","Y","N","Y"
"6769","635635","TIRUPATTUR","TAMIL NADU","CHENNAI","Y","N","N","N"
"6770","635703","THIRUVANNAMALAI","TAMIL NADU","CHENNAI","Y","Y","N","Y"
"6771","635751","KAREMPUDI","TAMIL NADU","CHENNAI","Y","N","N","N"
"6772","635752","KAREMPUDI","TAMIL NADU","CHENNAI","Y","N","N","N"
"6773","635753","KAREMPUDI","TAMIL NADU","CHENNAI","Y","N","N","N"
"6774","635754","KAREMPUDI","TAMIL NADU","CHENNAI","Y","N","N","N"
"6775","635802","AMBUR","TAMIL NADU","CHENNAI","Y","Y","Y","Y"
"6776","635809","GUDIYATHAM","TAMIL NADU","CHENNAI","Y","N","N","N"
"6777","635810","VELLORE","TAMIL NADU","CHENNAI","Y","N","N","N"
"6778","635811","AMBUR","TAMIL NADU","CHENNAI","Y","N","N","N"
